Sector,Sub-Industry,Production_Process,Assets,Fibres_And_Other_Materials_Dependency_Description,Fibres_And_Other_Materials_Materiality,Fibres_And_Other_Materials_Materiality_Justification,Fibres_And_Other_Materials_Assets,Genetic_Materials_Dependency_Description,Genetic_Materials_Materiality,Genetic_Materials_Materiality_Justification,Genetic_Materials_Assets,Ground_Water_Dependency_Description,Ground_Water_Materiality,Ground_Water_Materiality_Justification,Ground_Water_Assets,Surface_Water_Dependency_Description,Surface_Water_Materiality,Surface_Water_Materiality_Justification,Surface_Water_Assets,Animal_Based_Energy_Dependency_Description,Animal_Based_Energy_Materiality,Animal_Based_Energy_Materiality_Justification,Animal_Based_Energy_Assets,Filtration_Dependency_Description,Filtration_Materiality,Filtration_Materiality_Justification,Filtration_Assets,Bio-Remediation_Dependency_Description,Bio-Remediation_Materiality,Bio-Remediation_Materiality_Justification,Bio-Remediation_Assets,Dilution_By_Atmosphere_And_Ecosystems_Dependency_Description,Dilution_By_Atmosphere_And_Ecosystems_Materiality,Dilution_By_Atmosphere_And_Ecosystems_Materiality_Justification,Dilution_By_Atmosphere_And_Ecosystems_Assets,Mediation_Of_Sensory_Impacts_Dependency_Description,Mediation_Of_Sensory_Impacts_Materiality,Mediation_Of_Sensory_Impacts_Materiality_Justification,Mediation_Of_Sensory_Impacts_Assets,Buffering_And_Mass_Attenuation_Of_Flows_Dependency_Description,Buffering_And_Mass_Attenuation_Of_Flows_Materiality,Buffering_And_Mass_Attenuation_Of_Flows_Materiality_Justification,Buffering_And_Mass_Attenuation_Of_Flows_Assets,Mass_Stabilisation_And_Erosion_Control_Dependency_Description,Mass_Stabilisation_And_Erosion_Control_Materiality,Mass_Stabilisation_And_Erosion_Control_Materiality_Justification,Mass_Stabilisation_And_Erosion_Control_Assets,Water_Flow_Maintenance_Dependency_Description,Water_Flow_Maintenance_Materiality,Water_Flow_Maintenance_Materiality_Justification,Water_Flow_Maintenance_Assets,Flood_And_Storm_Protection_Dependency_Description,Flood_And_Storm_Protection_Materiality,Flood_And_Storm_Protection_Materiality_Justification,Flood_And_Storm_Protection_Assets,Ventilation_Dependency_Description,Ventilation_Materiality,Ventilation_Materiality_Justification,Ventilation_Assets,Pollination_Dependency_Description,Pollination_Materiality,Pollination_Materiality_Justification,Pollination_Assets,Maintain_Nursery_Habitats_Dependency_Description,Maintain_Nursery_Habitats_Materiality,Maintain_Nursery_Habitats_Materiality_Justification,Maintain_Nursery_Habitats_Assets,Pest_Control_Dependency_Description,Pest_Control_Materiality,Pest_Control_Materiality_Justification,Pest_Control_Assets,Disease_Control_Dependency_Description,Disease_Control_Materiality,Disease_Control_Materiality_Justification,Disease_Control_Assets,Soil_Quality_Dependency_Description,Soil_Quality_Materiality,Soil_Quality_Materiality_Justification,Soil_Quality_Assets,Water_Quality_Dependency_Description,Water_Quality_Materiality,Water_Quality_Materiality_Justification,Water_Quality_Assets,Climate_Regulation_Dependency_Description,Climate_Regulation_Materiality,Climate_Regulation_Materiality_Justification,Climate_Regulation_Assets, 
Industrials,Marine Ports & Services,Marine ports and services,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,"Water is used to maintain facilities and services, e.g. cleaning, diluting waste, air conditioning and heating",High,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,"Water is used to maintain facilities and services, e.g. cleaning, diluting waste, air conditioning and heating",Very High,"  PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for adequate water levels,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,Maintenance of water chemical composition to prevent damages.,Low,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Water,Climate regulation reduces negative impacts on production processes or service delivery,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Airlines,Airport services,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,"Water is used for aircraft function in terms of passenger safety and comfort, and engine/system processes",High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,"Water is used for aircraft function in terms of passenger safety and comfort, and engine/system processes",Very High,ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",High,The PP is extremely vulnerable to disruption. The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The main purpose of an airline company is to provide passengers with options to travel by air, with the use of aircrafts. Water is also a key natural resource needed in the building and functioning of an airplane, as it is essential in cooling (for cabin air conditioning or for engine cooling), maintenance of cabin conditions such as pressure and humidity, cleaning, etc.",High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Airport Services,Airport services,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,"Water is used for aircraft function in terms of passenger safety and comfort, and engine/system processes",High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,"Water is used for aircraft function in terms of passenger safety and comfort, and engine/system processes",Very High,ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",High,The PP is extremely vulnerable to disruption. The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The main purpose of an airline company is to provide passengers with options to travel by air, with the use of aircrafts. Water is also a key natural resource needed in the building and functioning of an airplane, as it is essential in cooling (for cabin air conditioning or for engine cooling), maintenance of cabin conditions such as pressure and humidity, cleaning, etc.",High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Railroads,Railway transportation,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,Water is used for cleaning and washing,Medium, Most of the time the PP can take place with limited (but not with full) disruption of the ES,Water,Water is used for cleaning and washing,Medium, Most of the time the PP can take place with limited (but not with full) disruption of the ES,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,High,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats,Maintenance of air quality,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,Natural pest control of invasive species prevents disruption to business.,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Species; Habitats,,,,,,,,,,,,,Climate regulation reduces negative impacts on production processes or service delivery,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Building Products,Glass making,Habitats; Water; Atmosphere,,,,,,,,,Water is used for production process and cooling,Very High,ES is critical & irreplaceable in PP,Water,Water is used for production process and cooling,Very High,ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water flow is important for processes in particular cooling.,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Industrials,Marine,Marine transportation,Habitats; Water; Atmosphere; Species; Soils and sediments,,,,,,,,,Water is used for cleaning and washing,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Water,Water is used for cleaning and washing,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",High,The PP is extremely vulnerable to disruption. The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,Maintenance of water chemical composition to prevent damages.,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Water,Climate regulation reduces negative impacts on production processes or service delivery,Very High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Environmental & Facilities Services,Environmental and facilities services,Water; Species; Habitats,,,,,,,,,Water is required as an input in the production process,Very Low,Most of the time the PP can take place even with full disruption of the ES,Water,Water is required as an input in the production process,Very Low,Most of the time the PP can take place even with full disruption of the ES,Water,,,,,Detoxifying water effluent and solid waste before discharge,Low,,Species; Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Industrials,Aerospace & Defense,"Manufacture of machinery, parts and equipment",Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Ocean geomorphology,,,,,,,,,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,,,,,Detoxifying water effluent and solid waste before discharge,Very Low,,Species; Habitats,,,,,Natural dilution of production sourced pollution by atmosphere,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,Naturally occurring green infrastructure to mediate noise/smell/visual impacts,Medium,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for production and cooling purposes,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats,Maintenance of air quality,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,,,,,,,,,,,,,Maintenance  of water chemical composition for waste management and cooling.,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,Climate regulation reduces negative impacts on production processes or service delivery,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Agricultural & Farm Machinery,"Manufacture of machinery, parts and equipment",Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Ocean geomorphology,,,,,,,,,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,,,,,Detoxifying water effluent and solid waste before discharge,Very Low,,Species; Habitats,,,,,Natural dilution of production sourced pollution by atmosphere,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,Naturally occurring green infrastructure to mediate noise/smell/visual impacts,Medium,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for production and cooling purposes,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats,Maintenance of air quality,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,,,,,,,,,,,,,Maintenance  of water chemical composition for waste management and cooling.,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,Climate regulation reduces negative impacts on production processes or service delivery,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Construction Machinery & Heavy Trucks,"Manufacture of machinery, parts and equipment",Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Ocean geomorphology,,,,,,,,,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,,,,,Detoxifying water effluent and solid waste before discharge,Very Low,,Species; Habitats,,,,,Natural dilution of production sourced pollution by atmosphere,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,Naturally occurring green infrastructure to mediate noise/smell/visual impacts,Medium,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for production and cooling purposes,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats,Maintenance of air quality,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,,,,,,,,,,,,,Maintenance  of water chemical composition for waste management and cooling.,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,Climate regulation reduces negative impacts on production processes or service delivery,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Heavy Electrical Equipment,"Manufacture of machinery, parts and equipment",Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Ocean geomorphology,,,,,,,,,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,,,,,Detoxifying water effluent and solid waste before discharge,Very Low,,Species; Habitats,,,,,Natural dilution of production sourced pollution by atmosphere,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,Naturally occurring green infrastructure to mediate noise/smell/visual impacts,Medium,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for production and cooling purposes,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats,Maintenance of air quality,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,,,,,,,,,,,,,Maintenance  of water chemical composition for waste management and cooling.,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,Climate regulation reduces negative impacts on production processes or service delivery,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Industrial Machinery,"Manufacture of machinery, parts and equipment",Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Ocean geomorphology,,,,,,,,,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,,,,,Detoxifying water effluent and solid waste before discharge,Very Low,,Species; Habitats,,,,,Natural dilution of production sourced pollution by atmosphere,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,Naturally occurring green infrastructure to mediate noise/smell/visual impacts,Medium,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for production and cooling purposes,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats,Maintenance of air quality,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,,,,,,,,,,,,,Maintenance  of water chemical composition for waste management and cooling.,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,Climate regulation reduces negative impacts on production processes or service delivery,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Trucking,"Manufacture of machinery, parts and equipment",Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Ocean geomorphology,,,,,,,,,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,Water is required as an input in the production process,Medium,"Most of the time the PP can take place with
limited (but not with full) disruption of the
ES",Water,,,,,Detoxifying water effluent and solid waste before discharge,Very Low,,Species; Habitats,,,,,Natural dilution of production sourced pollution by atmosphere,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,Naturally occurring green infrastructure to mediate noise/smell/visual impacts,Medium,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for production and cooling purposes,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats,Maintenance of air quality,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,,,,,,,,,,,,,Maintenance  of water chemical composition for waste management and cooling.,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,Climate regulation reduces negative impacts on production processes or service delivery,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Industrials,Highways & Rail tracks,Construction,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Minerals,,,,,,,,,Water is used for cleaning and settling dust/soil,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Water,Water is used for cleaning and settling dust/soil,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Water,,,,,Detoxification of potential effluent in water and solid waste,Low,,Species; Habitats,Detoxification of potential effluent in water and solid waste,Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,,,,,Naturally occurring green infrastructure to mediate noise/smell/visual impacts,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for production processes,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",High,The PP is extremely vulnerable to disruption. The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats,Maintenance of air quality by mitigating dust,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,Natural pest control of invasive species,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Species; Habitats,,,,,Dependent upon for maintenance of soil quality and formation.,High,"PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Species; Habitats; Soils and sediments; Minerals; Water; Land geomorphology,,,,,Climate regulation is key to preventing disruption to/for construction activities,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Information Technology,Application Software,Internet services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,Home Entertainment Software,Internet services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,Internet Software & Services,Internet services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,Systems Software,Internet services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,Technology Distributors,Distribution,Habitats; Soils and sediments; Land geomorphology; Species; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation ensure stable conditions for flight arrivals and departure,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Information Technology,Semiconductor Equipment,Semiconductor equipment production,Species; Habitats,,,,,,,,,,,,,,,,,,,,,Detoxifying water effluent and solid waste before discharge,Low,,Species; Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,IT Consulting & Other Services,Infrastructure holdings,Species; Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,Assimilation of waste water as part of the production process,Very Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,Office Services & Supplies,Infrastructure holdings,Species; Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,Assimilation of waste water as part of the production process,Very Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,Communications Equipment,Electronics & hardware production,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,Water is used in the production process for cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,Water is used in the production process for cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,,,,,,,,,,,,,Natural dilution of production sourced pollution by atmosphere and ecosystems,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,Electronic Components,Electronics & hardware production,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,Water is used in the production process for cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,Water is used in the production process for cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,,,,,,,,,,,,,Natural dilution of production sourced pollution by atmosphere and ecosystems,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,Electronic Equipment & Instruments,Electronics & hardware production,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,Water is used in the production process for cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,Water is used in the production process for cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,,,,,,,,,,,,,Natural dilution of production sourced pollution by atmosphere and ecosystems,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,Electronic Manufacturing Services,Electronics & hardware production,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,Water is used in the production process for cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,Water is used in the production process for cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,,,,,,,,,,,,,Natural dilution of production sourced pollution by atmosphere and ecosystems,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Information Technology,"Technology Hardware, Storage & Peripherals",Electronics & hardware production,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,Water is used in the production process for cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,Water is used in the production process for cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,,,,,,,,,,,,,Natural dilution of production sourced pollution by atmosphere and ecosystems,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Materials,Paper Packaging,Paper packaging production,Species; Habitats; Atmosphere; Ocean Geomorphology; Water,,,,,,,,,,,,,,,,,,,,,,,,,Bio-remediation by microorganisms of heavy metals and chemicals during production process,Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,Natural dilution of production sourced pollution by atmosphere,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
